id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1004260,Apartment in Fitzroy Melbourne,5523791,Jonathan,,Yarra,-37.80142,144.97601,Entire home/apt,100,1,1,2017-12-22,0.02,1,0,0,
1009526,Central South Yarra Comfy Apartment,5553732,Peter And Pam,,Stonnington,-37.83757,144.99846,Private room,80,2,42,2017-10-22,0.41,1,0,0,
1012462,Colourful Art Deco Apartment with Street Views,5570306,Kirstin,,Melbourne,-37.81676,144.96296,Entire home/apt,225,14,9,2020-02-02,0.08,3,97,0,
1019387,2 BR  SELF CONT. MODERN APARTMENT,5309946,Jill & Graeme,,Boroondara,-37.85632,145.07137,Entire home/apt,110,3,67,2020-02-05,0.64,2,38,0,
1040236,TRENDY MODERN 2 BR APARTMENT,5309946,Jill & Graeme,,Boroondara,-37.85632,145.07137,Entire home/apt,110,3,27,2019-12-30,0.26,2,10,0,
1054730,Brighton Summer Cottage,5808523,Sally,,Bayside,-37.91806,145.00078,Private room,65,3,10,2020-02-28,0.11,1,361,0,
1057401,Modern Bayside Studio Apartment,5824112,Fiona,,Kingston,-37.99592,145.0959,Entire home/apt,75,7,58,2022-01-26,0.55,1,328,7,
1061196,Beautiful Fitzroy Getaway,1701103,Joanne,,Yarra,-37.80087,144.98193,Entire home/apt,250,2,76,2021-12-27,0.71,1,216,9,
1061439,Queen room w/private shower 10minsCBD tram@door,5843865,Dianne,,Melbourne,-37.79784,144.9455,Private room,70,14,66,2022-01-22,0.61,2,289,1,
1064493,Stylish St Kilda Studio (Brand New),2708837,Jack,,Port Phillip,-37.86723,144.97738,Entire home/apt,99,1,173,2017-05-30,1.61,1,0,0,
1067281,Highett House Beaubay Pet & Child,5869866,Claire  - Beau Bay Houses Owner/Ope,,Kingston,-37.95697,145.0561,Entire home/apt,349,21,5,2021-08-18,0.08,4,226,2,
1077126,Private room in Melbourne Northeast,5927414,Armita,,Banyule,-37.70789,145.10227,Private room,50,1,46,2021-04-19,0.54,1,364,1,
1077193,"Honey Apt 2 – 2BR, 3 REAL BEDS – City Centre",5570306,Kirstin,,Melbourne,-37.81838,144.96262,Entire home/apt,164,4,17,2019-06-10,0.17,3,97,0,
1088321,"2 Bedrooms 2 Bathrooms, Kitchen, free WiFi Netflix",1214242,Mal,,Moreland,-37.71086,144.95053,Entire home/apt,149,2,4,2017-03-19,0.04,8,251,0,
1098759,Glenmore Homestyle Accommodation,1771763,Katie,,Whitehorse,-37.83978,145.1774,Entire home/apt,110,2,129,2022-01-08,1.22,1,252,10,
1107707,Beaumaris House private pool & Pet friendly,5869866,Claire  - Beau Bay Houses Owner/Ope,,Bayside,-37.97205,145.04811,Entire home/apt,328,21,6,2020-01-10,0.08,4,91,0,
1117938,Elegant Apartment in Quiet Street,3751541,Alice,,Melbourne,-37.81594,144.98725,Entire home/apt,150,7,10,2019-12-30,0.11,1,255,0,
1127751,Adorable Chalet Tucked Away in Bohemian St Kilda,2864113,Vicki,,Port Phillip,-37.86624,144.98286,Entire home/apt,193,28,366,2022-02-23,3.46,1,17,4,
1137049,"Architectural Home, Pool Oasis/ Steps from Trendy Chapel St.",2624960,Karen,,Port Phillip,-37.85662,144.98615,Entire home/apt,500,1,248,2022-03-07,2.46,4,235,40,
1139168,St Kilda oasis -  spacious and close to it all!,474555,Rod,,Port Phillip,-37.87273,144.98671,Entire home/apt,154,14,74,2022-01-18,0.69,1,28,1,
1145231,Sunny spacious Northcote home.,6279514,Sian,,Darebin,-37.78302,145.00763,Entire home/apt,90,7,7,2018-07-27,0.07,1,2,0,
1156949,"Relaxing villa, close to town.",6339747,Serena,,Glen Eira,-37.90245,145.04185,Private room,70,1,35,2020-02-28,0.33,1,0,0,
1160839,Studio Apartment in Healesville,6359961,Lianne & Paul,,Yarra Ranges,-37.64839,145.53486,Entire home/apt,181,2,64,2022-02-22,0.90,1,326,19,
1175222,Central Haven - entire apartment!,6432048,Sarah,,Melbourne,-37.80114,144.96496,Entire home/apt,105,10,10,2016-01-25,0.09,1,0,0,
1178955,Inner City 2 bedroom house,6449305,Andrew,,Glen Eira,-37.88464,145.01361,Entire home/apt,175,5,6,2014-04-21,0.06,1,67,0,
1181117,Fabulous 4 bedroom home in Melbourne,4517777,John Paul,,Port Phillip,-37.87753,144.99487,Entire home/apt,350,7,0,,,1,145,0,
1192689,St Kilda Beach 4 Bedrm Modern Home,3117312,Eva,,Port Phillip,-37.86433,144.97788,Entire home/apt,500,4,116,2022-01-14,1.11,1,153,2,
1196898,"THE LITTLE WHITE HOUSE - Luxury in Emerald, VIC.",6140372,Regina,,Cardinia,-37.93189,145.43971,Entire home/apt,295,2,168,2022-02-15,4.72,1,325,53,
1201338,South Melbourne Gem VictorianTerrace Emerald Hill,1300320,Christopher,,Port Phillip,-37.83392,144.95889,Entire home/apt,464,2,165,2022-02-27,1.93,2,318,26,
1233439,BOUTIQUE STAYS - Roxys Place,760849,Boutique Stays Accommodation Group,,Stonnington,-37.84707,144.98576,Entire home/apt,588,5,9,2021-04-02,0.11,62,333,1,
1233474,Sandringham Beach House opp beach,10260164,Fiona,,Bayside,-37.94997,145.00275,Entire home/apt,400,120,0,,,1,365,0,
1233605,Chic Rooftop Laneway Designer 1b Apt ❤ Melb City,558987,Leyla,,Melbourne,-37.81514,144.96181,Entire home/apt,131,1,193,2022-01-30,1.84,1,257,10,
1234561,Great people and awesome location,6731712,Shannon,,Port Phillip,-37.85844,144.98894,Private room,39,2,23,2018-07-13,0.29,1,0,0,
1237261,Sunny Art Deco Apartment wifi,6610760,Bronwyn,,Stonnington,-37.83363,144.99019,Entire home/apt,110,2,146,2022-02-28,1.38,1,151,16,
1253219,Seddon/Yarraville: stay in our lovely period home,4542615,Darren & Bruce,,Maribyrnong,-37.80691,144.89897,Entire home/apt,85,14,3,2017-06-30,0.04,2,205,0,
1260741,Country Style 2 bedroom House - Off Street Parking,6866740,Katie,,Glen Eira,-37.89702,145.00617,Entire home/apt,200,3,23,2022-01-01,0.28,2,324,8,
1266244,"StayCentral Cityside - 2 Br, 2 Ba, Casino pool gym",4177728,Chris From StayCentral,,Melbourne,-37.82704,144.95317,Entire home/apt,311,3,14,2019-10-07,0.13,22,279,0,
1271310,Stunning Victorian 1 Brm Apartment,6919472,Jonathan,,Port Phillip,-37.85876,144.98599,Entire home/apt,100,2,22,2020-01-18,0.31,1,36,0,
1273571,Beautiful Bedroom in lovely home -Brunswick -wifi,6782184,Julia,,Moreland,-37.7588,144.96914,Private room,56,2,2,2019-06-05,0.02,2,0,0,
1273635,Private double room in Melbourne,6692322,Barry,,Manningham,-37.78438,145.16477,Private room,106,1,1,2019-06-18,0.03,1,179,0,
1273768,Fortnightly  or Monthly Rental close to CBD,6933179,Alex,,Yarra,-37.80759,144.97821,Entire home/apt,86,14,46,2022-01-19,0.44,1,286,5,
1285174,Stylish Self Contained Bunkhouse,6992397,Leanne,,Yarra Ranges,-37.88091,145.51647,Entire home/apt,245,1,51,2022-01-06,0.52,3,324,5,
1289142,Apartment with kitchen facilities,6992397,Leanne,,Yarra Ranges,-37.88058,145.51493,Private room,180,1,11,2020-11-21,0.11,3,324,0,
1289241,Creative 2 BR Home Brunswick Hub,6782184,Julia,,Moreland,-37.76158,144.97089,Entire home/apt,108,4,58,2022-02-01,0.55,2,5,3,
1309634,The Little House on the Hill,7118998,Owen,,Yarra Ranges,-37.70204,145.53142,Entire home/apt,196,1,82,2021-07-06,0.79,1,345,2,
1320949,"Artistic, room in West Footscray",6689746,ChuPing,,Maribyrnong,-37.79897,144.87909,Private room,45,30,25,2019-03-18,0.29,1,0,0,
1321215,Stone's Throw Cottage B&B Belgrave,717024,Margaret,,Yarra Ranges,-37.90741,145.34919,Entire home/apt,220,2,23,2021-12-08,0.25,2,309,5,
1321535,Room in Elsternwick 1920s home,2085706,Annie,,Glen Eira,-37.88935,145.00411,Private room,81,2,17,2018-11-18,0.22,1,36,0,
1328207,inner city 1br with car space,7208325,Jenny,,Moreland,-37.77088,144.97016,Entire home/apt,120,3,156,2022-03-01,1.49,1,42,13,
1333069,Forest Hill - Comfortable room。 Female only,7230448,Donna,,Whitehorse,-37.83931,145.17783,Private room,40,1,25,2022-02-06,0.24,2,361,4,
1349937,SouthYarra SkyHigh(2br+WIFI+CARP),3721646,Jen & Alex,,Stonnington,-37.83699,144.99735,Entire home/apt,187,21,54,2020-01-01,0.51,46,37,0,
1352955,PARK SIDE PAD direct access to outside and porch,3377890,Bernadette,,Melbourne,-37.80705,144.96916,Entire home/apt,80,21,11,2021-12-18,0.11,2,199,1,
1357290,"2 Bedroom 3 Level Home, Abundant Light Space. Wifi",814722,Shanti,,Port Phillip,-37.86535,144.99658,Entire home/apt,220,7,99,2022-03-06,0.94,1,217,16,
1360263,Japanese Slipper B&B Midori Suite,7383811,Susie,,Yarra Ranges,-37.91997,145.33043,Entire home/apt,200,1,127,2022-03-05,1.72,2,150,36,
1361245,Main bedroom available over the summer period!,203738,Adam,,Stonnington,-37.85548,145.04394,Private room,40,2,0,,,1,0,0,
1361329,SouthYarra RTop(WIFI+CarP+2br2bath),3721646,Jen & Alex,,Stonnington,-37.83958,144.99365,Entire home/apt,169,21,56,2018-12-25,0.53,46,312,0,
1378758,Private Bedroom in a 2br house in St Kilda,7468649,Carolina,,Port Phillip,-37.862,144.98819,Private room,86,1,8,2022-02-23,0.13,1,266,2,
1393371,Brighton Bayside Studio,7532185,Marilyn,,Bayside,-37.89867,144.98649,Private room,75,4,56,2020-03-09,0.55,1,192,0,
1394156,"Baringa Villa ""a touch of Tuscany""",7535114,Carmel,,Maroondah,-37.7751,145.28311,Entire home/apt,261,2,11,2020-05-27,0.13,1,190,0,
1405749,"Modern 1BR City Apartment WiFi, pool, gym, parking",5412740,Aida,,Port Phillip,-37.84972,144.9798,Entire home/apt,100,20,62,2021-03-07,0.60,1,277,0,
1412320,Stay@ #1 VALLEY FARM.. alpacas at your window!,7613976,Greg And Louise,,Yarra Ranges,-37.63358,145.51155,Entire home/apt,173,2,61,2022-03-05,0.67,3,185,10,
1412818,Stay @ #2 VALLEY FARM Vineyard,7613976,Greg And Louise,,Yarra Ranges,-37.63367,145.51249,Entire home/apt,186,2,59,2022-01-05,0.59,3,253,3,
1414187,Stay @ #3 VALLEY FARM Vineyard,7613976,Greg And Louise,,Yarra Ranges,-37.63318,145.51237,Entire home/apt,210,2,86,2021-11-14,0.92,3,241,2,
1417716,"Amongst the Poets, central Elwood.",7638031,Marcus,,Port Phillip,-37.87468,144.98824,Entire home/apt,95,2,142,2022-02-11,1.39,3,330,3,
1434853,In the heart of Melbourne,6685443,Linda,,Melbourne,-37.81026,144.96863,Entire home/apt,180,2,9,2016-02-09,0.12,1,0,0,
1453575,Mawarra Manor - Heritage listed mansion and garden,2558288,Alan,,Yarra Ranges,-37.88353,145.36279,Entire home/apt,1000,7,17,2020-03-08,0.26,2,288,0,
1463034,Executive apartment prime location,2960844,Thomas,,Port Phillip,-37.8375,144.97462,Entire home/apt,400,2,0,,,1,363,0,
1483791,Beautiful Spacious Top Floor 2BR. Sunsets included,251039,Ash,,Port Phillip,-37.86515,144.99455,Entire home/apt,230,19,33,2020-03-13,0.32,1,319,0,
1494540,Beautiful 'Paris End' CBD Apartment,7729799,Greg,,Melbourne,-37.81107,144.97152,Entire home/apt,143,3,222,2020-03-17,2.16,1,36,0,
1497122,"Collins St, Melbourne",7251621,Rob,,Melbourne,-37.81806,144.95931,Entire home/apt,120,5,352,2021-05-23,3.49,1,343,5,
1500598,South Yarra Modern Apartment,291232,Jason,,Stonnington,-37.8369,144.99293,Entire home/apt,162,2,146,2022-02-19,1.64,1,318,27,
1508587,Cosy home in vibrant Collingwood,2136338,John,,Yarra,-37.79777,144.99119,Entire home/apt,134,3,14,2019-04-12,0.14,1,252,0,
1516337,A LOVELY FAMILY HOME,8096480,Kerry,,Maroondah,-37.83509,145.31499,Private room,99,1,0,,,1,365,0,
1522751,Leafy Armadale Period Home :)Victorian House,1608157,Fay,,Stonnington,-37.85978,145.02279,Private room,75,1,15,2019-11-23,0.15,3,365,0,
1522907,Classic Armadale house - Central Location,1608157,Fay,,Stonnington,-37.85981,145.02254,Private room,75,1,19,2020-01-27,0.18,3,364,0,
1531039,Private rooms in Epping,8151815,Dhammika,,Whittlesea,-37.64948,145.03946,Private room,50,1,0,,,1,362,0,
1540666,"Gorgeous room - Fun Creative home, Great Location!",8213156,Margaret,,Port Phillip,-37.865,144.99979,Private room,75,2,93,2022-02-28,1.07,1,164,5,
1547261,Inner-city stylish Brunswick apartment,3284392,Frances,,Moreland,-37.772,144.96145,Entire home/apt,126,3,104,2020-02-09,1.01,1,4,0,
1557274,Modern & Compact 1930s Art Deco 1BR Apartment,4255185,Efisia,,Stonnington,-37.83317,144.98886,Entire home/apt,115,2,18,2017-06-25,0.26,1,0,0,
1558434,Art Deco Studio Apartment,8295389,Michael,,Melbourne,-37.80252,144.97397,Entire home/apt,110,2,13,2018-02-03,0.12,1,0,0,
1568136,South Yarra -  Amazing City Views,7636153,Kirsten,,Stonnington,-37.83705,144.99272,Entire home/apt,169,4,114,2021-12-29,1.11,1,328,2,
1570830,NY style rooftop apartment,8352635,Chris,,Port Phillip,-37.85952,144.97796,Entire home/apt,130,2,22,2020-03-15,0.21,1,0,0,
1571073,St Kilda /Elwood Luxury near beach,2468582,Lynda,,Port Phillip,-37.87781,144.99003,Private room,89,2,2,2016-10-27,0.03,1,281,0,
1584356,Luxe City-fringe En-suite Hawthorn East,4702787,Mark & Wendy,,Boroondara,-37.83643,145.05203,Private room,89,2,52,2022-01-31,0.65,2,284,5,
1602671,"Local Laneway Living - stay with me  Wifi, netflix",8523310,Penny,,Melbourne,-37.8145,144.95664,Shared room,51,2,74,2020-01-20,0.73,3,0,0,
1610201,10 mins from CBD! Up to 6 people,6331086,Lisa,,Melbourne,-37.78715,144.94111,Entire home/apt,263,2,206,2022-01-22,2.00,1,253,11,
1610316,Royal Stays 1Bdr Inner City Apt (Central Location),4170460,Royal Stays,,Melbourne,-37.81482,144.94734,Entire home/apt,150,30,17,2017-01-29,0.17,35,282,0,
1619718,Private Pad with Balcony and Secure parking,2058617,Stay With Style,,Port Phillip,-37.8624,144.97325,Entire home/apt,110,5,40,2022-02-08,0.40,12,69,2,
1626393,Luxury large beachside residence,8451508,Anthony,,Port Phillip,-37.88617,144.98343,Entire home/apt,695,5,1,2014-07-13,0.01,1,0,0,
1630611,Private Ensuite room2 in Point Cook,8623584,Michael,,Wyndham,-37.90174,144.74117,Private room,62,1,19,2021-03-20,0.19,2,61,1,
1630761,Private Ensuite room 3 point cook,8623584,Michael,,Wyndham,-37.90007,144.74146,Private room,62,1,20,2022-01-23,0.23,2,83,7,
1637733,Spacious garden apartment,5913843,Andrea,,Knox,-37.85835,145.26078,Entire home/apt,206,2,62,2022-02-23,0.62,1,326,15,
1656742,Inner City Luxury Designer Home,5090138,Eva,,Port Phillip,-37.83158,144.94697,Entire home/apt,1061,7,7,2019-12-29,0.07,1,171,0,
1684869,CBD Laneway Warehouse Apartment,8908084,Wayne,,Melbourne,-37.813,144.9612,Entire home/apt,188,2,99,2022-02-27,0.97,1,155,16,
1688748,Enjoy City Views from the Balcony of a Chic Apartment,8924888,Chris & Elle,,Stonnington,-37.84166,144.9977,Entire home/apt,142,5,261,2022-01-22,2.54,3,266,11,
1697412,Melbourne CBD - Gordon House,5157097,Wil,,Melbourne,-37.80667,144.9671,Entire home/apt,98,2,279,2022-02-26,2.77,1,60,13,
1701914,Albert Lake View Apartment,8984432,Patric,,Port Phillip,-37.85124,144.9805,Private room,79,1,0,,,1,0,0,
1704240,GREAT location - 1BD over summer!,8996977,Brent,,Stonnington,-37.84599,144.99223,Private room,70,1,0,,,1,0,0,
1711594,"""Vineyard"" - Pearl Apartments",9028154,Ayal,,Port Phillip,-37.86686,144.97842,Entire home/apt,164,2,94,2021-06-27,0.93,25,259,1,
1722074,SouthYarra Top Floor(2BR+WIFI+CarP),3721646,Jen & Alex,,Stonnington,-37.83706,144.9966,Entire home/apt,169,21,54,2018-07-08,0.53,46,312,0,
1725821,2 Beautiful Houses - 1 property - Close to city!,8968154,Ramona,,Moreland,-37.74898,144.96312,Entire home/apt,580,3,90,2021-04-18,0.89,1,316,1,
1732959,The Barkly on the fringe of Melbourne,8904450,Vicki,,Moreland,-37.77628,144.96776,Entire home/apt,230,1,129,2022-03-02,1.28,1,151,10,
1733049,Paradise Location 3BD in Southbank,9130578,Chris,,Melbourne,-37.82284,144.96607,Entire home/apt,266,2,323,2022-03-06,3.17,1,323,6,
1739234,Innercity pad: the heart of the CBD,7922901,Linette,,Melbourne,-37.80818,144.96429,Entire home/apt,98,2,256,2022-03-05,2.52,1,298,22,
1742469,Private room with ensuite and desk,9173051,Christine,,Glen Eira,-37.89613,145.01357,Private room,75,2,30,2022-03-03,0.32,4,176,5,
1742705,"""Ilk"" - Pearl Apartments",9028154,Ayal,,Stonnington,-37.83888,144.99477,Entire home/apt,214,3,65,2022-03-04,0.64,25,37,4,
1747852,Heart of CBD Top Floor FREE Tram/ 2 Bedroom 1 bath,9198367,Nest-Apartments,,Melbourne,-37.80808,144.96617,Entire home/apt,197,1,191,2022-02-18,1.89,16,155,30,
1752177,"Cute,  Cozy and Classy in Melbourne City",6458973,Kate,,Melbourne,-37.810349,144.971649,Entire home/apt,116,4,252,2021-05-23,2.46,3,85,6,
1759694,Location Location. Chapel Street Lifestyle,9221368,Cameron,,Stonnington,-37.85141,144.98919,Entire home/apt,150,5,12,2021-03-10,0.13,1,0,0,
1760258,Royal Stays 2 BDR Apt near Casino (RS1104),4170460,Royal Stays,,Melbourne,-37.82737,144.95905,Entire home/apt,200,30,21,2018-09-16,0.21,35,330,0,
1763507,Beautiful South Yarra Home,9269547,Jaime,,Stonnington,-37.84135,144.98623,Entire home/apt,160,7,1,2016-03-06,0.01,1,0,0,
1766675,"Modern light-filled, beach-side apartment",9282702,Monica,,Hobsons Bay,-37.86939,144.81845,Entire home/apt,160,3,16,2021-05-24,0.16,1,304,1,
1779098,Queen Bea - Melbourne,9341015,"Renae, Odette And Joslene",,Darebin,-37.76653,144.9926,Entire home/apt,190,30,114,2021-02-08,1.12,1,67,0,
1798355,2 Bedroom Apt Melbourne City WiFi,7046664,Dave,,Melbourne,-37.80666,144.96899,Entire home/apt,196,2,71,2021-07-14,0.70,3,264,5,
1802291,The Sixth Hole,5247469,Sally (And Gary),,Frankston,-38.19004,145.20658,Entire home/apt,270,2,18,2022-02-19,0.21,3,362,8,
1803021,HUGE PENTHOUSE - ISOLATE IN COMFORT & WORK AT HOME,139357999,Thomas,,Stonnington,-37.8473,144.99358,Entire home/apt,495,2,106,2022-02-15,1.06,3,180,5,
1815508,Live Like a Local in the Heart of Richmond!,9509273,Jo,,Yarra,-37.8221,144.99922,Entire home/apt,111,22,400,2022-02-26,3.96,2,313,2,
1822180,Japanese Slipper B&B Aka suite,7383811,Susie,,Yarra Ranges,-37.91904,145.33242,Entire home/apt,175,1,203,2022-03-02,2.72,2,328,45,
1822923,"Location, location, location!",9543070,Lauren,,Yarra,-37.81807,145.00073,Entire home/apt,99,7,1,2014-01-02,0.01,1,0,0,
1827577,Warehouse in heart of Melbourne,5261406,Jordan,,Moreland,-37.77129,144.96166,Private room,60,2,4,2017-09-10,0.04,1,0,0,
1832876,"Visit Fashion Houses from an Airy, Minimalist Flat",1700056,Rodger,,Melbourne,-37.81496,144.96699,Entire home/apt,204,3,226,2022-03-05,2.23,4,316,28,
1833368,Royal Stays 2Bdr Apartment with a view (1603),4170460,Royal Stays,,Melbourne,-37.82737,144.95905,Entire home/apt,300,30,12,2017-01-08,0.12,35,282,0,
1866009,Single Room In Heritage Building,2812963,Medley,,Melbourne,-37.80476,144.96868,Private room,80,3,14,2020-01-26,0.14,5,0,0,
1881121,Super modern & clean with bathroom & desk!,109964096,Kala,,Whitehorse,-37.80724,145.17391,Private room,46,1,52,2022-02-05,0.79,1,315,2,
1887354,Straw & Earth Room in Eco Home,2225077,Paul,,Moreland,-37.73601,144.93442,Private room,38,1,54,2022-02-19,0.53,4,335,3,
1888612,Easey If You Try,4926441,Cameron,,Yarra,-37.79841,144.98709,Entire home/apt,200,2,154,2020-01-25,1.51,1,0,0,
1888716,Designer 1br in Ripponlea / St Kilda East,275066,Jake,,Port Phillip,-37.87778,144.99494,Entire home/apt,120,3,0,,,1,0,0,
1893907,Home away from home,4409445,Michelle And Rosa,,Moreland,-37.7698,144.96268,Entire home/apt,190,7,57,2020-03-27,0.57,1,341,0,
1906621,Superb Penthouse- Incredible views,3154709,Wendy,,Port Phillip,-37.86365,144.97549,Entire home/apt,500,2,21,2022-02-26,0.24,1,327,1,
1914471,"Royal Stays ""City Views"" 2Bdr/2Bath Apt (RS807)",4170460,Royal Stays,,Melbourne,-37.81482,144.94734,Entire home/apt,225,30,23,2020-01-25,0.23,35,269,0,
1915939,Centre Melb CBD. Collins St. 2Bdrms,2470635,David,,Melbourne,-37.81672,144.96539,Entire home/apt,175,3,218,2022-03-05,2.20,1,60,20,
1923545,"Sky Garden in Southbank, Melbourne",3612108,Richard,,Melbourne,-37.82165,144.9654,Entire home/apt,169,6,293,2022-01-01,3.01,1,26,18,
1926575,Royal Stays 1 Bdr Apt with City Views (RS304),4170460,Royal Stays,,Melbourne,-37.813873,144.949051,Entire home/apt,176,30,5,2016-10-18,0.05,35,282,0,
1930659,"Double room, close to CBD & beach in family home",331744,Jillian,,Port Phillip,-37.83749,144.94102,Private room,80,4,20,2018-11-30,0.21,2,141,0,
1936710,Private room in Heritage Building,2812963,Medley,,Melbourne,-37.80673,144.96693,Private room,80,3,9,2018-12-01,0.09,5,0,0,
1937502,Amazing 3 Storey St Kilda Apartment,10024605,Sam,,Port Phillip,-37.86218,144.98205,Private room,99,1,1,2013-12-02,0.01,1,0,0,
1950412,Royal View Apartment (CBD Edge),4838224,Jenni,,Melbourne,-37.80543,144.96925,Entire home/apt,267,4,74,2021-07-05,0.77,1,247,5,
1956184,"Light, airy and comfortable room",10111066,Lynda,,Port Phillip,-37.87988,144.98872,Private room,51,2,58,2022-02-14,0.59,2,279,1,
1956956,ScenicTreetops @ Eltham,2001917,Bryce (& Bambi),,Nillumbik,-37.70476,145.14276,Private room,95,1,48,2021-01-01,0.49,1,116,0,
1961688,Master Bedroom CBD 2 Lvl Warehouse,8523310,Penny,,Melbourne,-37.81422,144.95555,Private room,124,2,19,2016-08-12,0.19,3,0,0,
1962469,SouthYarra Boutique Exec(2br+WIFI+CarP),3721646,Jen & Alex,,Stonnington,-37.83888,144.99477,Entire home/apt,187,21,52,2021-04-20,0.53,46,312,2,
1962932,10mins to City Ctr Fabulous Views,10142577,Melanie,,Maribyrnong,-37.80536,144.90564,Entire home/apt,37,60,0,,,1,0,0,
1970196,Beautiful apartment sweeping views,10165286,Patricia,,Yarra,-37.78345,144.97763,Entire home/apt,150,2,21,2015-02-17,0.21,1,0,0,
1971685,Stunning apartment. Close to city!,10180626,Ashan,,Yarra,-37.81825,145.01066,Entire home/apt,125,333,4,2015-01-06,0.04,1,0,0,
1973680,Exclusive Stays - Gallery Tower,10190138,Tony,,Melbourne,-37.82084,144.96643,Entire home/apt,473,1,89,2022-02-19,0.91,46,127,16,
1982842,Richmond 2BR house near everything,396398505,Emma,,Yarra,-37.82265,145.00422,Entire home/apt,129,3,85,2022-02-20,0.86,1,198,12,
